,商品名称,商品编号,商品毛重,商品产地,搭配主板,板型,处理器,店铺,M.2接口数量,RGB,适用CPU接口,质保期,是否支持PCIE4.0,INTEL芯片,Wi-Fi连接,SSD固态硬盘接口,适用场景,IDE接口,声道,DDR代数,内存插槽,内存标准,最大内存容量,PCI 插槽,PCI Express x16,PCI Express x1,接口,集成显卡,最大网络速度,平台类型,品牌,型号,板型大小,电源接口,适用游戏,AMD芯片,SATA,RAID支持,声卡特色,PCI Express x4,兼容系列,系统风扇插座,USB扩展接口,CPU风扇插座,RJ 45网络接口,USB,音频接口,HDMI接口,PS/2,游戏特色,货号,IEEE 1394扩展接口,LPT扩展接口,光纤接口,S/PDIF 同轴接口,ESATA,声卡类型,产品净重,产品尺寸（mm）,COM扩展接口,网卡类型,质保年限
139,华硕TUFGAMINGB560M-PLUS,100018548564,1.32kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,3年质保,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUS,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,
140,英特尔i711700/11900K十一代搭华硕B560/Z490/Z590CPU主板套装游戏套装PRIMEZ590-P性价超频大板(11代)i711700K8核16线程/核显,10028639002976,3.0kg,中国大陆,Z490,M-ATX（紧凑型）,Inteli7,嘉合数码专营店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3kg,244,,,
141,华硕（ASUS）PRIMEZ490-P,68968327183,1.16kg,,,ATX（标准型）,,,2个,不是RGB,intel其他,3年质保,不支持PCIE4.0,,不支持,SATA接口,家用/办公,1个,其他,DDR4,其他,DDR44000及以上,其他,0个,2个,4个,INTEL其他,非集成显卡,其他,Intel平台,,PRIMEZ490-P,,24+12,梦幻西游2,,,,,0个,,,,,,,,,,,90MB12V0-M0CAY0,0组,,,,0组,,,,,,
142,AMD锐龙R5/R75600G5600X5800x5700G搭技嘉B550主板CPU套装技嘉B550MAORUSELITEAMDRyzen55600X盒装,67881935846,2.0kg,中国大陆,B550,M-ATX（紧凑型）,其他,灵竞DIY旗舰店,,,,,,,,,,,,,,,,,,,AMDAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5kg,30.5公分x24.4公分,,,
143,华硕（ASUS）PRIMEB460M大师系列电竞游戏主板支持I510400PRIMEB460M-K,69844100947,0.8kg,,,M-ATX（紧凑型）,,华硕(ASUS)华之硕专卖店,1个,不是RGB,INTELLGA1200,3年质保,不支持PCIE4.0,B460,不支持WiFi,M.2接口(NVMe协议),家用/办公,无,7.1声道,DDR4,其他,DDR42133；DDR42400；DDR42666；DDR42800,64GB,0个,1个,2个,INTEL其他,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,PRIMEB460M,22.6x21.1cm,24+8,,其他,6个,RAID0，RAID1，RAID5，RAID10,,,,,,,,,,,,,,,,,,,RealtekALC887,,,,,
144,AMD锐龙R5/R75600G5600X5800x5700G搭技嘉B550主板CPU套装技嘉B550MAORUSELITEAMDRyzen55600X盒装,67881935846,2.0kg,中国大陆,B550,M-ATX（紧凑型）,其他,灵竞DIY旗舰店,,,,,,,,,,,,,,,,,,,AMDAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5kg,30.5公分x24.4公分,,,
145,华硕（ASUS）PRIMEZ490-P,68968327183,1.16kg,,,ATX（标准型）,,,2个,不是RGB,intel其他,3年质保,不支持PCIE4.0,,不支持,SATA接口,家用/办公,1个,其他,DDR4,其他,DDR44000及以上,其他,0个,2个,4个,INTEL其他,非集成显卡,其他,Intel平台,,PRIMEZ490-P,,24+12,梦幻西游2,,,,,0个,,,,,,,,,,,90MB12V0-M0CAY0,0组,,,,0组,,,,,,
146,华硕（ASUS）PRIMEZ490-P,68968327183,1.16kg,,,ATX（标准型）,,,2个,不是RGB,intel其他,3年质保,不支持PCIE4.0,,不支持,SATA接口,家用/办公,1个,其他,DDR4,其他,DDR44000及以上,其他,0个,2个,4个,INTEL其他,非集成显卡,其他,Intel平台,,PRIMEZ490-P,,24+12,梦幻西游2,,,,,0个,,,,,,,,,,,90MB12V0-M0CAY0,0组,,,,0组,,,,,,
147,华硕（ASUS）PRIMEZ490-P,68968327183,1.16kg,,,ATX（标准型）,,,2个,不是RGB,intel其他,3年质保,不支持PCIE4.0,,不支持,SATA接口,家用/办公,1个,其他,DDR4,其他,DDR44000及以上,其他,0个,2个,4个,INTEL其他,非集成显卡,其他,Intel平台,,PRIMEZ490-P,,24+12,梦幻西游2,,,,,0个,,,,,,,,,,,90MB12V0-M0CAY0,0组,,,,0组,,,,,,
148,华硕TUFGAMINGX570-PLUS(WI-FI),100003815417,1.505kg,中国大陆,,ATX（标准型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR44000及以上,128GB,0个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,,TUFGAMINGX570-PLUS(WI-FI),12.0英寸x9.6英寸(30.5厘米x24.4厘米),24+12,,X570,6个,RAID0、RAID1、RAID10,,,AMDAM4插槽第3代和第2代AMD锐龙/第2代和第1代AMD锐龙搭载RadeonVegaGraphics处理器,3组,3组,,1个,6个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,,,,,,3年质保
149,技嘉X570AORUSXTREME,100003889731,4.455kg,中国,,E-ATX（加大型）,,,2个,RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,M.2接口(NVMe协议),发烧/超频,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,其他,0个,2个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,X570AORUSXTREME,,其他,,X570,,,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
150,七彩虹CVNB550MGAMINGFROZENV14,100007577807,1.31kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200；DDR43600；DDR43800,128GB,0个,1个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,七彩虹COlORFUL,CVNB550MGAMINGPROV14,245*245mm,24+8,英雄联盟，守望先锋，DOTA2，GTA5,B550,4个,RAID0、RAID1、RAID10,天籁魔音系统,1个,支持3代锐龙Ryzen处理器(不支持3400G、3200G),3组,3组,1个CPU风扇插座，2个3Pin5VARGB插座，2个4Pin12VRGB插座,1个,6个,6x3.5mm接口,1个,1xPS/2键鼠接口,,,,,,,,,,,,,3年质保
151,华硕（ASUS）ROGSTRIXB460-IGAMING支持双M.2迷你ITX电竞游戏主板ROGSTRIXB460-IGAMING,69814871268,0.8kg,,,MINI-ITX（迷你型）,,华硕(ASUS)华之硕专卖店,2个,ARGB,INTELLGA1200,,不支持PCIE4.0,B460,WiFi6,M.2接口(NVMe协议),家用/办公,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR42800,64GB,0个,1个,0个,INTEL其他,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,ROGSTRIXB460-IGAMING,17x17cm,24+8,,其他,4个,RAID0，RAID1，RAID5，RAID10,,,,,,,,,,,,华硕ROGSTRIX,,,,,,,,,,,Intel网卡,3年质保
152,华擎H510M-HVSR2.0,100023641782,0.71kg,中国/越南,,M-ATX（紧凑型）,,,0个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持,SATA接口,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华擎ASROCK,H510M-HVSR2.0,19.7cmx18.8cm,24+8,巫师3，DOTA2，战地5,,4个,,,,,,,,1个,,,1个,1xPS/2键盘接口，1xPS/2鼠标接口,华擎GAMING,,,,,,,,,,,,3年质保
153,华硕TUFGAMINGB550M-PLUS(WI-FI),100013699280,1.36kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,AMDAM4,非集成显卡,2500M,AMD平台,华硕ASUS,TUFGAMINGB550M-PLUS(WI-FI),24.4cmx24.4cm,24+8,,B550,4个,,,,,,,,1个,8个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,S1200A,,,,,3年质保
154,华硕华硕PRIMEH510M-A主板+英特尔(Intel)i3-10105F酷睿CPU处理器板U套装CPU主板套装,100021586518,1.5kg,中国大陆,H510,M-ATX（紧凑型）,Inteli3,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
155,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
156,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
157,华硕TUFGAMINGX570-PLUS(WI-FI),100003815417,1.505kg,中国大陆,,ATX（标准型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR44000及以上,128GB,0个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,,TUFGAMINGX570-PLUS(WI-FI),12.0英寸x9.6英寸(30.5厘米x24.4厘米),24+12,,X570,6个,RAID0、RAID1、RAID10,,,AMDAM4插槽第3代和第2代AMD锐龙/第2代和第1代AMD锐龙搭载RadeonVegaGraphics处理器,3组,3组,,1个,6个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,,,,,,3年质保
158,技嘉X570AORUSXTREME,100003889731,4.455kg,中国,,E-ATX（加大型）,,,2个,RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,M.2接口(NVMe协议),发烧/超频,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,其他,0个,2个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,X570AORUSXTREME,,其他,,X570,,,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
159,技嘉X570AORUSXTREME,100003889731,4.455kg,中国,,E-ATX（加大型）,,,2个,RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,M.2接口(NVMe协议),发烧/超频,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,其他,0个,2个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,X570AORUSXTREME,,其他,,X570,,,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
160,华硕华硕PRIMEH510M-A主板+英特尔(Intel)i3-10105F酷睿CPU处理器板U套装CPU主板套装,100021586518,1.5kg,中国大陆,H510,M-ATX（紧凑型）,Inteli3,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
161,华硕玩家国度ROGCROSSHAIRVIIIDARKHEROCPU主板U套装C8DH主板+R95950X16核32线程3.4G,10027534929144,2.0kg,中国大陆,X570,ATX（标准型）,锐龙9,嘉锐电脑专营店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,20x30x15,,,
162,微星（MSI）B550M/B450MMORTARMAX迫击炮主板（SocketAM4)MAGB550MMORTAR迫击炮,72139071904,1.24kg,,,M-ATX（紧凑型）,,瑞达中腾官方旗舰店,2个,RGB,AMDAM4,,支持PCIE4.0,,支持WiFi,M.2接口(NVMe协议),发烧/超频，工作站/服务器,无,7.1声道,DDR4,4xddr4内存插槽,DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,1个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,,B450M,24.4cmx24.4cm（M-ATX）,24+8,英雄联盟,,,,,0个,,,,,,,其他,,,其他，微星GAMING,,0组,其他,其他,其他,0组,,,,,,3年质保
163,技嘉B550AORUSMASTER,100013716466,2.245kg,中国大陆,,ATX（标准型）,,,3个,RGB,AMDAM4,,支持PCIE4.0,,WiFi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,支持2/4/5.1/7.1声道,DDR4,4个DDR4DIMM插槽,DDR42133；DDR42400；DDR42666；DDR43200,128GB,0个,1个,0个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,B550AORUSMASTER,305x244mm,24+8+4,,B550,,,支持DTS：X?Ultra；支持HighDefinitionAudio；支持2/4/5.1/7.1声道；支持S/PDIF输出,2个,AMDB550,,,,,,,,,技嘉AORUS,,,,,,,RealtekALC1220-VB,,,,内建Realtek?2.5GbE网络芯片(2.5Gbit/1Gbit/100Mbit),3年质保
164,技嘉主板CPU套装i510400Fi511400Fi511400F11600KF盒装处理器B560MAORUSELITE小雕板u套装十一代i511400F2.6GHz6核12线,48275088606,2.0kg,,B560,M-ATX（紧凑型）,Inteli5,爵扬旗舰店,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,350*250*150,,,
165,玩家国度ROGMAXIMUSXIIIAPEX,100019630682,3.305kg,中国大陆,,ATX（标准型）,,,4个,ARGB,INTELLGA1200,,支持PCIE4.0,Z590,WiFi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42800；DDR44000及以上；DDR43800；DDR42666；DDR42400；DDR43600；DDR43400；DDR42200；DDR42133；DDR43200；DDR43000,64GB,0个,2个,0个,INTELLGA1200,非集成显卡,其他,Intel平台,玩家国度,ROGMAXIMUSXIIIAPEX,30.5cmx24.4cm,24+16,英雄联盟，守望先锋，Apex英雄,,8个,,,1个,,,,,,,,,,玩家国度ROG,,,,,,,ALC4080,,,,1xIntel??I225-V?2.5G?Ethernet,3年质保
166,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
167,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
168,华擎B460M-HDV主板,100013314998,0.825kg,越南,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,不支持PCIE4.0,B460,不支持,M.2接口(NVMe协议),家用/办公,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42800,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华擎ASROCK,B460M-HDV,22.6cmx18.8cm,24+8,,,4个,,支持浪涌保护,,,2组,4组,2组,1个,6个,,1个,1xPS/2键鼠接口,,,,,,,,RealtekALC887,,,,,3年质保
169,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
170,华硕（ASUS）STRIXZ590-EGAMING,68980541271,2.214kg,,,ATX（标准型）,,华硕电脑配件专卖店,2个,RGB,INTELLGA1200,,不支持PCIE4.0,Z590,Wi-Fi6,M.2接口(NVMe协议),发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,3个,3个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,Z590-E,,24+12,,,,,,,第十代英特尔,,,,,,,,,玩家国度ROG,,,,,,,,,,,,3年质保
171,华硕TUFGAMINGX570-PLUS(WI-FI),100003815417,1.505kg,中国大陆,,ATX（标准型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR44000及以上,128GB,0个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,,TUFGAMINGX570-PLUS(WI-FI),12.0英寸x9.6英寸(30.5厘米x24.4厘米),24+12,,X570,6个,RAID0、RAID1、RAID10,,,AMDAM4插槽第3代和第2代AMD锐龙/第2代和第1代AMD锐龙搭载RadeonVegaGraphics处理器,3组,3组,,1个,6个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,,,,,,3年质保
172,华硕（ASUS）ROGMAXIMUSXIIHERO(WI-FI),69508785758,2.0kg,,,ATX（标准型）,,恒懿电脑专营店,2个,ARGB,INTEL其他,,不支持PCIE4.0,Z490,Wi-Fi6,M.2接口(NVMe协议),,无,7.1声道,DDR4,4xddr4内存插槽,DDR42400；DDR42666；DDR42133；DDR43000；DDR43200；DDR43600；DDR44000及以上,128GB,2个,1个,2个,INTEL其他,非集成显卡,其他,Intel平台,,MAXIMUSXIIHERO(WI-FI),,24+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
173,昂达H410SD4-ITX全固版,100009402493,0.58kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200，INTEL其他,,不支持PCIE4.0,H410,不支持WiFi,M.2接口(NVMe协议),优选系列,无,5.1声道,DDR4,2xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,64GB,0个,1个,1个,LGA1200（支持10代处理器,非集成显卡,10M/100M/1000M,Intel平台,昂达ONDA,H410SD4-ITX全固版,170x170(mm),24+4,英雄联盟，坦克世界，使命召唤11，战地5,,3个,其他,,,"支持英特尔LGA1200插槽,第10代英特尔酷睿处理器",1组,2组,,1个,4个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,,,,RealtekALC662,,,,,3年质保
174,铭瑄（MAXSUN）铭瑄MS-挑战者H410M,10029378606512,0.7kg,中国大陆,,M-ATX（紧凑型）,,铭瑄官方旗舰店,0个,不是RGB,INTEL其他,,不支持PCIE4.0,H410,不支持WiFi,M.2接口(NVMe协议),优选系列,无,5.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666,32GB,0个,1个,1个,INTEL其他,非集成显卡,10M/100M/1000M,Intel平台,,铭瑄MS-挑战者H410M,,24+8,英雄联盟，魔兽世界，Apex英雄,,其他,其他,,0个,,1组,6组,,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,铭瑄MS-挑战者H410M,0组,其他,其他,其他,0组,RealtekALC662,,,1组,其他,3年质保
175,昂达昂达A320SD4-ITX全固版,100010945424,0.595kg,中国大陆,,MINI-ITX（迷你型）,,,1个,不是RGB,AMDAM4,,不支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公,无,5.1声道,DDR4,2xDDR4内存插槽,DDR42133；DDR42400；DDR42666；DDR42800,32GB,0个,1个,0个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,昂达ONDA,昂达A320SD4-ITX全固版,170x170(mm),24+4,英雄联盟，穿越火线，武装突袭3，Apex英雄,A320,3个,,,,支持AMDAM4锐龙系列处理器,1组,3组,,1个,4个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,,,,,"VGAx1,DVIx1",,,RealtekALC662,,,1组,,3年质保
176,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
177,Intel/英特尔I310100F/10105F/10105盒装搭微星B460CPU主板套装微星H410MBOMBERI310100F,72335555400,2.0kg,,H410,M-ATX（紧凑型）,Inteli3,微星电脑硬件旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
178,微星（MSI）Z490/B460/H410系列游戏电脑主板支持10代intelCPUH510M-APRO全国联保,10027510222966,2.1kg,,,M-ATX（紧凑型）,,奥都数码专营店,1个,RGB,INTELLGA1200,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR43800；DDR42800；DDR43000；DDR43200；DDR42200；DDR42133；DDR44000及以上；DDR42666；DDR43600；DDR42400；DDR43400,128GB,2个,1个,1个,INTELLGA1200,是集成显卡,其他,Intel平台,,Z490,,20+4,英雄联盟，吃鸡游戏，DOTA2，武装突袭3,,,,,2个,,,,,,,,,,微星GAMING,,,,,,,,,,,,3年质保
179,华擎H510M-HVSR2.0,100023641782,0.71kg,中国/越南,,M-ATX（紧凑型）,,,0个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持,SATA接口,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华擎ASROCK,H510M-HVSR2.0,19.7cmx18.8cm,24+8,巫师3，DOTA2，战地5,,4个,,,,,,,,1个,,,1个,1xPS/2键盘接口，1xPS/2鼠标接口,华擎GAMING,,,,,,,,,,,,3年质保
180,英特尔(Intel)酷睿I510400F/10400/11400F盒装电脑处理器影驰主板CPU套装影驰B460M幻影主板IntelI510400F套装,10023606822375,500.00g,,B460,M-ATX（紧凑型）,Inteli5,锐世界旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3kg,180,,,
181,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
